element_id,n0,n1,n2,cx,cy,area,diameter
0,8112,4016,2000,0.3984375,0.20052083333333334,6.103515625e-05,0.015625
1,8304,4160,2096,0.6015625,0.79947916666666663,6.103515625e-05,0.015625
2,8192,4208,2048,0.20052083333333334,0.6015625,6.103515625e-05,0.015625
3,8240,4096,2064,0.79947916666666663,0.3984375,6.103515625e-05,0.015625
4,7904,4048,2012,0.70052083333333337,0.1015625,6.103515625e-05,0.015625
5,8064,4192,2108,0.29947916666666669,0.8984375,6.103515625e-05,0.015625
6,7872,4000,2028,0.1015625,0.29947916666666669,6.103515625e-05,0.015625
7,7968,4112,2076,0.8984375,0.70052083333333337,6.103515625e-05,0.015625
8,7824,3980,1868,0.20052083333333334,0.1015625,6.103515625e-05,0.015625
9,7984,4124,1904,0.79947916666666663,0.8984375,6.103515625e-05,0.015625
10,8016,4172,1916,0.1015625,0.79947916666666663,6.103515625e-05,0.015625
11,7920,4060,1888,0.8984375,0.20052083333333334,6.103515625e-05,0.015625
12,8096,4076,1948,0.6015625,0.29947916666666669,6.103515625e-05,0.015625
13,8288,4220,1984,0.3984375,0.70052083333333337,6.103515625e-05,0.015625
14,8144,4028,1936,0.29947916666666669,0.3984375,6.103515625e-05,0.015625
15,8224,4140,1964,0.70052083333333337,0.6015625,6.103515625e-05,0.015625
16,8076,3788,1924,0.45052083333333331,0.3515625,6.103515625e-05,0.015625
17,8268,3836,1960,0.54947916666666663,0.6484375,6.103515625e-05,0.015625
18,8156,3808,1972,0.3515625,0.54947916666666663,6.103515625e-05,0.015625
19,8204,3820,1944,0.6484375,0.45052083333333331,6.103515625e-05,0.015625
20,7884,3736,1876,0.8515625,0.049479166666666664,6.103515625e-05,0.015625
21,8044,3776,1912,0.1484375,0.95052083333333337,6.103515625e-05,0.015625
22,7852,3728,1864,0.049479166666666664,0.1484375,6.103515625e-05,0.015625
23,7948,3752,1892,0.95052083333333337,0.8515625,6.103515625e-05,0.015625
24,7836,3848,1988,0.3515625,0.049479166666666664,6.103515625e-05,0.015625
25,7996,3944,2084,0.6484375,0.95052083333333337,6.103515625e-05,0.015625
26,8028,3888,2036,0.049479166666666664,0.6484375,6.103515625e-05,0.015625
27,7932,3912,2052,0.95052083333333337,0.3515625,6.103515625e-05,0.015625
28,8124,3872,2008,0.54947916666666663,0.1484375,6.103515625e-05,0.015625
29,8316,3968,2104,0.45052083333333331,0.8515625,6.103515625e-05,0.015625
30,8172,3900,2024,0.1484375,0.45052083333333331,6.103515625e-05,0.015625
31,8252,3936,2072,0.8515625,0.54947916666666663,6.103515625e-05,0.015625
32,7440,3860,1991,0.45052083333333331,0.1015625,6.103515625e-05,0.015625
33,7536,3956,2087,0.54947916666666663,0.8984375,6.103515625e-05,0.015625
34,7488,3896,2039,0.1015625,0.54947916666666663,6.103515625e-05,0.015625
35,7504,3924,2055,0.8984375,0.45052083333333331,6.103515625e-05,0.015625
36,7452,3852,2003,0.6015625,0.049479166666666664,6.103515625e-05,0.015625
37,7548,3948,2099,0.3984375,0.95052083333333337,6.103515625e-05,0.015625
38,7468,3876,2019,0.049479166666666664,0.3984375,6.103515625e-05,0.015625
39,7516,3916,2067,0.95052083333333337,0.6015625,6.103515625e-05,0.015625
40,7308,3716,1859,0.1015625,0.049479166666666664,6.103515625e-05,0.015625
41,7344,3756,1895,0.8984375,0.95052083333333337,6.103515625e-05,0.015625
42,7356,3764,1907,0.049479166666666664,0.8984375,6.103515625e-05,0.015625
43,7328,3740,1879,0.95052083333333337,0.1015625,6.103515625e-05,0.015625
44,7388,3784,1939,0.54947916666666663,0.3984375,6.103515625e-05,0.015625
45,7424,3832,1975,0.45052083333333331,0.6015625,6.103515625e-05,0.015625
46,7376,3796,1927,0.3984375,0.45052083333333331,6.103515625e-05,0.015625
47,7404,3816,1955,0.6015625,0.54947916666666663,6.103515625e-05,0.015625
48,7580,4004,1931,0.3515625,0.29947916666666669,6.103515625e-05,0.015625
49,7712,4148,1967,0.6484375,0.70052083333333337,6.103515625e-05,0.015625
50,7772,4196,1979,0.29947916666666669,0.6484375,6.103515625e-05,0.015625
51,7648,4084,1951,0.70052083333333337,0.3515625,6.103515625e-05,0.015625
52,7628,4036,1883,0.79947916666666663,0.1484375,6.103515625e-05,0.015625
53,7760,4180,1919,0.20052083333333334,0.8515625,6.103515625e-05,0.015625
54,7568,3988,1871,0.1484375,0.20052083333333334,6.103515625e-05,0.015625
55,7692,4100,1899,0.8515625,0.79947916666666663,6.103515625e-05,0.015625
56,7596,3976,1995,0.29947916666666669,0.1484375,6.103515625e-05,0.015625
57,7740,4120,2091,0.70052083333333337,0.8515625,6.103515625e-05,0.015625
58,7788,4168,2043,0.1484375,0.70052083333333337,6.103515625e-05,0.015625
59,7676,4056,2059,0.8515625,0.29947916666666669,6.103515625e-05,0.015625
60,7664,4072,2015,0.6484375,0.20052083333333334,6.103515625e-05,0.015625
61,7808,4216,2111,0.3515625,0.79947916666666663,6.103515625e-05,0.015625
62,7616,4024,2031,0.20052083333333334,0.3515625,6.103515625e-05,0.015625
63,7728,4136,2079,0.79947916666666663,0.6484375,6.103515625e-05,0.015625
64,7592,4007,1676,0.32552083333333331,0.2265625,6.103515625e-05,0.015625
65,7736,4151,1712,0.67447916666666663,0.7734375,6.103515625e-05,0.015625
66,7784,4199,1724,0.2265625,0.67447916666666663,6.103515625e-05,0.015625
67,7672,4087,1696,0.7734375,0.32552083333333331,6.103515625e-05,0.015625
68,7652,4039,1684,0.7265625,0.17447916666666666,6.103515625e-05,0.015625
69,7796,4183,1720,0.2734375,0.82552083333333337,6.103515625e-05,0.015625
70,7604,3991,1672,0.17447916666666666,0.2734375,6.103515625e-05,0.015625
71,7716,4103,1700,0.82552083333333337,0.7265625,6.103515625e-05,0.015625
72,7556,3971,1667,0.2265625,0.17447916666666666,6.103515625e-05,0.015625
73,7688,4115,1703,0.7734375,0.82552083333333337,6.103515625e-05,0.015625
74,7748,4163,1715,0.17447916666666666,0.7734375,6.103515625e-05,0.015625
75,7624,4051,1687,0.82552083333333337,0.2265625,6.103515625e-05,0.015625
76,7636,4067,1691,0.67447916666666663,0.2734375,6.103515625e-05,0.015625
77,7768,4211,1727,0.32552083333333331,0.7265625,6.103515625e-05,0.015625
78,7576,4019,1679,0.2734375,0.32552083333333331,6.103515625e-05,0.015625
