element_id,n0,n1,n2,cx,cy,area,diameter
0,1036,492,260,0.39583333333333331,0.19791666666666666,0.00048828125,0.044194173824159223
1,1084,528,284,0.60416666666666663,0.80208333333333337,0.00048828125,0.044194173824159223
2,1056,540,272,0.19791666666666666,0.60416666666666663,0.00048828125,0.044194173824159223
3,1068,512,276,0.80208333333333337,0.39583333333333331,0.00048828125,0.044194173824159223
4,984,500,263,0.69791666666666663,0.10416666666666667,0.00048828125,0.044194173824159223
5,1024,536,287,0.30208333333333331,0.89583333333333337,0.00048828125,0.044194173824159223
6,976,488,267,0.10416666666666667,0.30208333333333331,0.00048828125,0.044194173824159223
7,1000,516,279,0.89583333333333337,0.69791666666666663,0.00048828125,0.044194173824159223
8,964,483,227,0.19791666666666666,0.10416666666666667,0.00048828125,0.044194173824159223
9,1004,519,236,0.80208333333333337,0.89583333333333337,0.00048828125,0.044194173824159223
10,1012,531,239,0.10416666666666667,0.80208333333333337,0.00048828125,0.044194173824159223
11,988,503,232,0.89583333333333337,0.19791666666666666,0.00048828125,0.044194173824159223
12,1032,507,247,0.60416666666666663,0.30208333333333331,0.00048828125,0.044194173824159223
13,1080,543,256,0.39583333333333331,0.69791666666666663,0.00048828125,0.044194173824159223
14,1044,495,244,0.30208333333333331,0.39583333333333331,0.00048828125,0.044194173824159223
15,1064,523,251,0.69791666666666663,0.60416666666666663,0.00048828125,0.044194173824159223
16,1027,435,241,0.44791666666666669,0.35416666666666669,0.00048828125,0.044194173824159223
17,1075,447,250,0.55208333333333337,0.64583333333333337,0.00048828125,0.044194173824159223
18,1047,440,253,0.35416666666666669,0.55208333333333337,0.00048828125,0.044194173824159223
19,1059,443,246,0.64583333333333337,0.44791666666666669,0.00048828125,0.044194173824159223
20,979,422,229,0.85416666666666663,0.052083333333333336,0.00048828125,0.044194173824159223
21,1019,432,238,0.14583333333333334,0.94791666666666663,0.00048828125,0.044194173824159223
22,971,420,226,0.052083333333333336,0.14583333333333334,0.00048828125,0.044194173824159223
23,995,426,233,0.94791666666666663,0.85416666666666663,0.00048828125,0.044194173824159223
24,967,450,257,0.35416666666666669,0.052083333333333336,0.00048828125,0.044194173824159223
25,1007,474,281,0.64583333333333337,0.94791666666666663,0.00048828125,0.044194173824159223
26,1015,460,269,0.052083333333333336,0.64583333333333337,0.00048828125,0.044194173824159223
27,991,466,273,0.94791666666666663,0.35416666666666669,0.00048828125,0.044194173824159223
28,1039,456,262,0.55208333333333337,0.14583333333333334,0.00048828125,0.044194173824159223
29,1087,480,286,0.44791666666666669,0.85416666666666663,0.00048828125,0.044194173824159223
30,1051,463,266,0.14583333333333334,0.44791666666666669,0.00048828125,0.044194173824159223
31,1071,472,278,0.85416666666666663,0.55208333333333337,0.00048828125,0.044194173824159223
32,868,453,258,0.44791666666666669,0.10416666666666667,0.00048828125,0.044194173824159223
33,892,477,282,0.55208333333333337,0.89583333333333337,0.00048828125,0.044194173824159223
34,880,462,270,0.10416666666666667,0.55208333333333337,0.00048828125,0.044194173824159223
35,884,469,274,0.89583333333333337,0.44791666666666669,0.00048828125,0.044194173824159223
36,871,451,261,0.60416666666666663,0.052083333333333336,0.00048828125,0.044194173824159223
37,895,475,285,0.39583333333333331,0.94791666666666663,0.00048828125,0.044194173824159223
38,875,457,265,0.052083333333333336,0.39583333333333331,0.00048828125,0.044194173824159223
39,887,467,277,0.94791666666666663,0.60416666666666663,0.00048828125,0.044194173824159223
40,835,417,225,0.10416666666666667,0.052083333333333336,0.00048828125,0.044194173824159223
41,844,427,234,0.89583333333333337,0.94791666666666663,0.00048828125,0.044194173824159223
42,847,429,237,0.052083333333333336,0.89583333333333337,0.00048828125,0.044194173824159223
43,840,423,230,0.94791666666666663,0.10416666666666667,0.00048828125,0.044194173824159223
44,855,434,245,0.55208333333333337,0.39583333333333331,0.00048828125,0.044194173824159223
45,864,446,254,0.44791666666666669,0.60416666666666663,0.00048828125,0.044194173824159223
46,852,437,242,0.39583333333333331,0.44791666666666669,0.00048828125,0.044194173824159223
47,859,442,249,0.60416666666666663,0.55208333333333337,0.00048828125,0.044194173824159223
48,903,489,243,0.35416666666666669,0.30208333333333331,0.00048828125,0.044194173824159223
49,936,525,252,0.64583333333333337,0.69791666666666663,0.00048828125,0.044194173824159223
50,951,537,255,0.30208333333333331,0.64583333333333337,0.00048828125,0.044194173824159223
51,920,509,248,0.69791666666666663,0.35416666666666669,0.00048828125,0.044194173824159223
52,915,497,231,0.80208333333333337,0.14583333333333334,0.00048828125,0.044194173824159223
53,948,533,240,0.19791666666666666,0.85416666666666663,0.00048828125,0.044194173824159223
54,900,485,228,0.14583333333333334,0.19791666666666666,0.00048828125,0.044194173824159223
55,931,513,235,0.85416666666666663,0.80208333333333337,0.00048828125,0.044194173824159223
56,907,482,259,0.30208333333333331,0.14583333333333334,0.00048828125,0.044194173824159223
57,943,518,283,0.69791666666666663,0.85416666666666663,0.00048828125,0.044194173824159223
58,955,530,271,0.14583333333333334,0.69791666666666663,0.00048828125,0.044194173824159223
59,927,502,275,0.85416666666666663,0.30208333333333331,0.00048828125,0.044194173824159223
60,924,506,264,0.64583333333333337,0.19791666666666666,0.00048828125,0.044194173824159223
61,960,542,288,0.35416666666666669,0.80208333333333337,0.00048828125,0.044194173824159223
62,912,494,268,0.19791666666666666,0.35416666666666669,0.00048828125,0.044194173824159223
63,940,522,280,0.80208333333333337,0.64583333333333337,0.00048828125,0.044194173824159223
64,906,490,171,0.32291666666666669,0.22916666666666666,0.00048828125,0.044194173824159223
65,942,526,180,0.67708333333333337,0.77083333333333337,0.00048828125,0.044194173824159223
