iteration,k,ell,mark,basis,denominator,coarse_nodes,coarse_elements,fine_nodes,fine_elements,L_min,L_max,level_gap,H_min,H_max,grading_ratio,neighbor_ratio,q_min,q_max,marked,closure_added,refined_total,nesting_residual,fixed_fine_mesh,petrov_residual,primal_residual,adjoint_residual,constraint_residual,trial_test_conjugacy,min,median,p90,p99,max,global_H_scaled_max,argmax,argmax_level,argmax_x,argmax_y,argmax_boundary,argmax_transition,argmax_energy,mass_rank,mass_condition,hermitian_defect,eigen_residual,energy_identity_error,patch_elements,patch_diameter_over_H,build_ms,inverse_ms
0,2,2,fraction,coarse,element,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.3697737730311732e-14,4.7913305829463067e-15,4.791389974134371e-15,1.0503703018329559e-15,0,8.4852813742385642,8.4852813742385642,8.485281374238566,8.485281374238566,8.485281374238566,8.485281374238566,7,3,0.91666666666666663,0.75,1,0,8.544003745317525,3,3.999999999999996,0,4.2414822972606285e-16,3.8933848534800047e-16,1,1,694.84171000000003,4.7781710000000004
0,2,2,fraction,coarse,patch1,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.3697737730311732e-14,4.7913305829463067e-15,4.791389974134371e-15,1.0503703018329559e-15,0,3.6044828737838008,3.6044828737838026,4.2811750887122884,4.2811750887122892,4.2811750887122892,4.2811750887122892,10,3,0.083333333333333329,0.75,1,0,4.316106271051761,7,8.3736389961776165,0,4.9043135335700943e-16,0,6,2.2360679774997898,694.84171000000003,31.669854000000001
0,2,2,fraction,trial,element,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.3697737730311732e-14,4.7913305829463067e-15,4.791389974134371e-15,1.0503703018329559e-15,0,53.931076357720769,53.931325836091212,59.906032608500688,59.90603281979903,59.90603281979903,59.90603281979903,1,3,0.58333333333333337,0.75,0,0,59.914378643338388,13,786565524.75757229,1.697398348099497e-16,1.797200717008695e-15,2.9207341044623334e-12,1,1,694.84171000000003,43.405603999999997
0,2,2,fraction,trial,patch1,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.3697737730311732e-14,4.7913305829463067e-15,4.791389974134371e-15,1.0503703018329559e-15,0,2.786567333029526,2.7865673330295526,3.5612214258482622,3.5612214258739145,3.5612214258739145,3.5612214258739145,11,3,0.91666666666666663,0.25,1,0,3.6135841258077752,13,4147181.7820784361,9.4361207524991704e-17,4.0706353471332845e-16,0,6,2.2360679774997898,694.84171000000003,82.384089000000003
0,2,2,fraction,test,element,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.3697737730311732e-14,4.7913305829463067e-15,4.791389974134371e-15,1.0503703018329559e-15,0,53.931076357720769,53.931325836091212,59.906032608500688,59.90603281979903,59.90603281979903,59.90603281979903,1,3,0.58333333333333337,0.75,0,0,59.914378643338388,13,786565524.75757229,1.697398348099497e-16,1.797200717008695e-15,2.9207341044623334e-12,1,1,694.84171000000003,92.681199000000007
0,2,2,fraction,test,patch1,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.3697737730311732e-14,4.7913305829463067e-15,4.791389974134371e-15,1.0503703018329559e-15,0,2.786567333029526,2.7865673330295526,3.5612214258482622,3.5612214258739145,3.5612214258739145,3.5612214258739145,11,3,0.91666666666666663,0.25,1,0,3.6135841258077752,13,4147181.7820784361,9.4361207524991704e-17,4.0706353471332845e-16,0,6,2.2360679774997898,694.84171000000003,131.90697299999999
1,2,2,fraction,coarse,element,17,22,4225,8192,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.044194173824159223,0.0625,4,2,6,5.6529671697176664e-15,1,8.7852976162010705e-15,3.8859573915151583e-15,3.8859803755381814e-15,5.8406465941126514e-16,0,8.4852813742385624,8.4852813742385713,8.4852813742385713,8.4852813742385766,8.4852813742385766,12,3,3,0.25,0.91666666666666663,1,0,8.5440037453175375,3,4.0000000000000071,5.5511151231257839e-17,1.1645185369284679e-16,0,1,1,723.897246,3.9542630000000001
1,2,2,fraction,coarse,patch1,17,22,4225,8192,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.044194173824159223,0.0625,4,2,6,5.6529671697176664e-15,1,8.7852976162010705e-15,3.8859573915151583e-15,3.8859803755381814e-15,5.8406465941126514e-16,0,3.1615770311083358,3.6706955245748776,4.4140684523883582,4.8623641932093244,4.8623641932093244,6.8764213872339388,13,4,0.16666666666666666,0.083333333333333329,1,0,4.8809561487072788,9,9.2749172176353554,0,4.5575064409956886e-16,0,8,2,723.897246,33.778008999999997
1,2,2,fraction,trial,element,17,22,4225,8192,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.044194173824159223,0.0625,4,2,6,5.6529671697176664e-15,1,8.7852976162010705e-15,3.8859573915151583e-15,3.8859803755381814e-15,5.8406465941126514e-16,0,50.363952351282137,68.765354085127612,76.559801732527959,86.656139065819787,86.656139065819787,122.55028712977132,13,4,0.16666666666666666,0.083333333333333329,1,0,86.659024123358634,13,592399571372.89026,2.131540841039398e-16,4.9415458264993439e-14,3.2248794301195556e-09,1,1,723.897246,48.272657000000002
1,2,2,fraction,trial,patch1,17,22,4225,8192,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.044194173824159223,0.0625,4,2,6,5.6529671697176664e-15,1,8.7852976162010705e-15,3.8859573915151583e-15,3.8859803755381814e-15,5.8406465941126514e-16,0,2.4461419499612247,3.000017115548383,3.932660153224905,4.024117511421557,4.024117511421557,5.5616213248949142,4,3,0.91666666666666663,0.75,1,0,4.0678855364324109,17,198716798.35198238,1.517277857896516e-16,7.8171800148112212e-16,0,6,2.2360679774997898,723.897246,103.318032
