iteration,element,id,parent_id,level,n0,n1,n2,x0,y0,x1,y1,x2,y2
3,21,29,23,6,18,13,15,0.125,0.5,0.25,0.5,0.125,0.625
3,22,30,7,5,17,16,9,0.125,0.375,0,0.25,0.25,0.25
3,23,31,20,6,18,17,13,0.125,0.5,0.125,0.375,0.25,0.5
3,24,32,7,5,17,6,16,0.125,0.375,0,0.5,0,0.25
3,25,33,20,6,18,6,17,0.125,0.5,0,0.5,0.125,0.375
4,0,1,0,3,9,5,4,0.25,0.25,0.5,0,0.5,0.5
4,1,2,0,3,11,8,4,0.75,0.75,0.5,1,0.5,0.5
4,2,4,0,3,10,7,4,0.75,0.25,1,0.5,0.5,0.5
4,3,5,0,3,10,5,1,0.75,0.25,0.5,0,1,0
4,4,6,0,3,12,8,3,0.25,0.75,0.5,1,0,1
4,5,8,0,3,11,7,2,0.75,0.75,1,0.5,1,1
4,6,9,0,3,9,0,5,0.25,0.25,0,0,0.5,0
4,7,10,0,3,11,2,8,0.75,0.75,1,1,0.5,1
4,8,12,0,3,10,1,7,0.75,0.25,1,0,1,0.5
4,9,13,0,3,10,4,5,0.75,0.25,0.5,0.5,0.5,0
4,10,14,0,3,12,4,8,0.25,0.75,0.5,0.5,0.5,1
4,11,16,0,3,11,4,7,0.75,0.75,0.5,0.5,1,0.5
4,12,18,15,4,13,9,4,0.25,0.5,0.25,0.25,0.5,0.5
4,13,19,3,4,13,4,12,0.25,0.5,0.5,0.5,0.25,0.75
4,14,21,11,4,14,12,3,0,0.75,0.25,0.75,0,1
4,15,22,17,5,15,13,12,0.125,0.625,0.25,0.5,0.25,0.75
4,16,25,11,5,15,12,14,0.125,0.625,0.25,0.75,0,0.75
4,17,27,7,4,16,0,9,0,0.25,0,0,0.25,0.25
4,18,28,20,5,17,9,13,0.125,0.375,0.25,0.25,0.25,0.5
4,19,29,23,6,18,13,15,0.125,0.5,0.25,0.5,0.125,0.625
4,20,30,7,5,17,16,9,0.125,0.375,0,0.25,0.25,0.25
4,21,31,20,6,18,17,13,0.125,0.5,0.125,0.375,0.25,0.5
4,22,32,7,5,17,6,16,0.125,0.375,0,0.5,0,0.25
4,23,33,20,6,18,6,17,0.125,0.5,0,0.5,0.125,0.375
4,24,34,24,6,19,15,14,0,0.625,0.125,0.625,0,0.75
4,25,35,26,7,20,18,15,0.0625,0.5625,0.125,0.5,0.125,0.625
4,26,36,26,7,20,6,18,0.0625,0.5625,0,0.5,0.125,0.5
4,27,37,24,7,20,19,6,0.0625,0.5625,0,0.625,0,0.5
4,28,38,24,7,20,15,19,0.0625,0.5625,0.125,0.625,0,0.625
5,0,1,0,3,9,5,4,0.25,0.25,0.5,0,0.5,0.5
5,1,2,0,3,11,8,4,0.75,0.75,0.5,1,0.5,0.5
5,2,4,0,3,10,7,4,0.75,0.25,1,0.5,0.5,0.5
5,3,5,0,3,10,5,1,0.75,0.25,0.5,0,1,0
5,4,6,0,3,12,8,3,0.25,0.75,0.5,1,0,1
5,5,8,0,3,11,7,2,0.75,0.75,1,0.5,1,1
5,6,9,0,3,9,0,5,0.25,0.25,0,0,0.5,0
5,7,10,0,3,11,2,8,0.75,0.75,1,1,0.5,1
5,8,12,0,3,10,1,7,0.75,0.25,1,0,1,0.5
5,9,13,0,3,10,4,5,0.75,0.25,0.5,0.5,0.5,0
5,10,14,0,3,12,4,8,0.25,0.75,0.5,0.5,0.5,1
5,11,16,0,3,11,4,7,0.75,0.75,0.5,0.5,1,0.5
5,12,18,15,4,13,9,4,0.25,0.5,0.25,0.25,0.5,0.5
5,13,19,3,4,13,4,12,0.25,0.5,0.5,0.5,0.25,0.75
5,14,21,11,4,14,12,3,0,0.75,0.25,0.75,0,1
5,15,22,17,5,15,13,12,0.125,0.625,0.25,0.5,0.25,0.75
5,16,25,11,5,15,12,14,0.125,0.625,0.25,0.75,0,0.75
5,17,27,7,4,16,0,9,0,0.25,0,0,0.25,0.25
5,18,28,20,5,17,9,13,0.125,0.375,0.25,0.25,0.25,0.5
5,19,29,23,6,18,13,15,0.125,0.5,0.25,0.5,0.125,0.625
5,20,30,7,5,17,16,9,0.125,0.375,0,0.25,0.25,0.25
5,21,31,20,6,18,17,13,0.125,0.5,0.125,0.375,0.25,0.5
5,22,34,24,6,19,15,14,0,0.625,0.125,0.625,0,0.75
5,23,35,26,7,20,18,15,0.0625,0.5625,0.125,0.5,0.125,0.625
5,24,37,24,7,20,19,6,0.0625,0.5625,0,0.625,0,0.5
5,25,38,24,7,20,15,19,0.0625,0.5625,0.125,0.625,0,0.625
5,26,39,36,8,23,20,6,0.0625,0.5,0.0625,0.5625,0,0.5
5,27,40,32,6,21,16,17,0,0.375,0,0.25,0.125,0.375
5,28,41,33,7,22,17,18,0.0625,0.4375,0.125,0.375,0.125,0.5
5,29,42,36,8,23,18,20,0.0625,0.5,0.125,0.5,0.0625,0.5625
5,30,43,32,7,22,21,17,0.0625,0.4375,0,0.375,0.125,0.375
5,31,44,33,8,23,22,18,0.0625,0.5,0.0625,0.4375,0.125,0.5
5,32,45,32,7,22,6,21,0.0625,0.4375,0,0.5,0,0.375
5,33,46,33,8,23,6,22,0.0625,0.5,0,0.5,0.0625,0.4375
6,0,1,0,3,9,5,4,0.25,0.25,0.5,0,0.5,0.5
6,1,2,0,3,11,8,4,0.75,0.75,0.5,1,0.5,0.5
6,2,4,0,3,10,7,4,0.75,0.25,1,0.5,0.5,0.5
6,3,5,0,3,10,5,1,0.75,0.25,0.5,0,1,0
6,4,6,0,3,12,8,3,0.25,0.75,0.5,1,0,1
6,5,8,0,3,11,7,2,0.75,0.75,1,0.5,1,1
6,6,9,0,3,9,0,5,0.25,0.25,0,0,0.5,0
6,7,10,0,3,11,2,8,0.75,0.75,1,1,0.5,1
6,8,12,0,3,10,1,7,0.75,0.25,1,0,1,0.5
6,9,13,0,3,10,4,5,0.75,0.25,0.5,0.5,0.5,0
6,10,14,0,3,12,4,8,0.25,0.75,0.5,0.5,0.5,1
6,11,16,0,3,11,4,7,0.75,0.75,0.5,0.5,1,0.5
6,12,18,15,4,13,9,4,0.25,0.5,0.25,0.25,0.5,0.5
6,13,19,3,4,13,4,12,0.25,0.5,0.5,0.5,0.25,0.75
6,14,21,11,4,14,12,3,0,0.75,0.25,0.75,0,1
6,15,22,17,5,15,13,12,0.125,0.625,0.25,0.5,0.25,0.75
6,16,25,11,5,15,12,14,0.125,0.625,0.25,0.75,0,0.75
6,17,27,7,4,16,0,9,0,0.25,0,0,0.25,0.25
6,18,28,20,5,17,9,13,0.125,0.375,0.25,0.25,0.25,0.5
6,19,29,23,6,18,13,15,0.125,0.5,0.25,0.5,0.125,0.625
6,20,30,7,5,17,16,9,0.125,0.375,0,0.25,0.25,0.25
6,21,31,20,6,18,17,13,0.125,0.5,0.125,0.375,0.25,0.5
6,22,34,24,6,19,15,14,0,0.625,0.125,0.625,0,0.75
6,23,35,26,7,20,18,15,0.0625,0.5625,0.125,0.5,0.125,0.625
6,24,38,24,7,20,15,19,0.0625,0.5625,0.125,0.625,0,0.625
6,25,40,32,6,21,16,17,0,0.375,0,0.25,0.125,0.375
6,26,41,33,7,22,17,18,0.0625,0.4375,0.125,0.375,0.125,0.5
6,27,42,36,8,23,18,20,0.0625,0.5,0.125,0.5,0.0625,0.5625
6,28,43,32,7,22,21,17,0.0625,0.4375,0,0.375,0.125,0.375
6,29,44,33,8,23,22,18,0.0625,0.5,0.0625,0.4375,0.125,0.5
6,30,45,32,7,22,6,21,0.0625,0.4375,0,0.5,0,0.375
6,31,46,33,8,23,6,22,0.0625,0.5,0,0.5,0.0625,0.4375
6,32,47,37,8,24,20,19,0,0.5625,0.0625,0.5625,0,0.625
6,33,48,39,9,25,23,20,0.03125,0.53125,0.0625,0.5,0.0625,0.5625
6,34,49,39,9,25,6,23,0.03125,0.53125,0,0.5,0.0625,0.5
6,35,50,37,9,25,24,6,0.03125,0.53125,0,0.5625,0,0.5
6,36,51,37,9,25,20,24,0.03125,0.53125,0.0625,0.5625,0,0.5625
